employee_id,company_id,company,value,date,added_by,source,comments
174,116.0,RiverWalk Therapeutics,2,2021-06-12,Neil,TNVC 2021 App,
175,117.0,SKYPaws,0,2021-06-12,Neil,TNVC 2021 App,
176,118.0,SparkSigma,3,2021-06-12,Neil,TNVC 2021 App,
177,119.0,Starling Medical,9,2021-06-12,Neil,TNVC 2021 App,
178,120.0,TEZCAT Laboratories,2,2021-06-12,Neil,TNVC 2021 App,
179,121.0,TYBR Health,0,2021-06-12,Neil,TNVC 2021 App,
180,122.0,Vitanova Biomedical,4,2021-06-12,Neil,TNVC 2021 App,
181,64.0,VenoStent,8,2021-09-14,Clare,TNVC 2021 Survey,
182,113.0,Koda Health,5,2021-09-14,Clare,TNVC 2021 Survey,
183,73.0,GaitIQ,5,2021-09-14,Clare,TNVC 2021 Survey,
184,100.0,TexPower,7,2021-09-14,Clare,TNVC 2021 Survey,
185,69.0,Bezoar Laborartories,1,2021-09-14,Clare,TNVC 2021 Survey,
186,37.0,Fortis Biosciences,2,2021-09-14,Clare,TNVC 2021 Survey,
187,88.0,Articulate Labs,2,2021-09-14,Clare,TNVC 2021 Survey,
188,90.0,Endpoint Security,3,2021-09-14,Clare,TNVC 2021 Survey,
189,,Advanced Scanners,8,2021-09-14,Clare,TNVC 2021 Survey,
190,55.0,Arovia,3,2021-09-14,Clare,TNVC 2021 Survey,
191,107.0,DrillDocs Company,6,2021-09-14,Clare ,TNVC 2021 Survey,
192,72.0,EM Device Lab,6,2021-09-14,Clare,TNVC 2021 Survey,
193,116.0,RiverWalk Therapeutics,1,2021-09-14,Clare,TNVC 2021 Survey,
194,30.0,Siva Therapeutics,3,2021-09-14,Clare,TNVC 2021 Survey,
195,35.0,Claridge-Culp,1,2021-09-14,Clare,TNVC 2021 Survey,
196,83.0,SurfEllent,4,2021-09-14,Clare,TNVC 2021 Survey,
197,96.0,Katz Water Technologies,15,2021-09-14,Clare,TNVC 2021 Survey,
198,91.0,Energy Bionics,2,2021-09-14,Clare,TNVC 2021 Survey,
199,108.0,EmGenisys,2,2021-09-14,Clare,TNVC 2021 Survey,
200,36.0,Clear River Enviro,2,2021-09-14,Clare,TNVC 2021 Survey,
201,105.0,AVA Propulsion,2,2021-09-14,Clare,TNVC 2021 Survey,
202,123.0,"Alt-Bionics, Inc",1,2022-05-24,Clare,TNVC 2022 App,
203,124.0,Alula Learning,5,2022-05-24,Clare,TNVC 2022 App,
204,126.0,"Blue Sky Measurements, Inc",4,2022-05-24,Clare,TNVC 2022 App,
205,127.0,DeepCast.ai,7,2022-05-24,Clare,TNVC 2022 App,
206,128.0,Dynamic Light,2,2022-05-24,Clare,TNVC 2022 App,
207,129.0,Endpoint Security Inc,3,2022-05-24,Clare,TNVC 2022 App,
208,130.0,FluxWorks,5,2023-03-31,Eric,TNVC 2023 App,
209,147.0,Pike Robotics,5,2022-05-24,Clare,TNVC 2022 App,
210,133.0,Revolution Turbine Technologies,3,2022-05-24,Clare,TNVC 2022 App,
211,134.0,"SolGro, Inc.",3,2022-05-24,Clare,TNVC 2022 App,
212,135.0,SUHO Biotechnology LLC,0,2022-05-24,Clare,TNVC 2022 App,
213,137.0,"Vaccine Systems, LLC",0,2022-05-24,Clare,TNVC 2022 App,
214,138.0,XN Health Inc,2,2022-05-24,Clare,TNVC 2022 App,
215,125.0,"Atlas Sensor Technologies, Inc.",0,2022-05-24,Clare,TNVC 2022 App,
216,,"Tremedics Medical Devices, INC",1,2022-05-24,Clare,TNVC 2022 App,
217,131.0,Longhorn Life Sciences,2,2022-05-24,Clare,TNVC 2022 App,
218,72.0,EM Device Lab,6,2023-03-31,Eric,TNVC 2023 App,
219,137.0,"Vaccine Systems, LLC",3,2023-03-31,Eric,TNVC 2023 App,
220,153.0,"Tremedics Medical Devices, Inc. ",2,2023-03-31,Eric,TNVC 2023 App,
221,81.0,Spark Biomedical,16,2023-03-31,Eric,TNVC 2023 App,
222,125.0,"Atlas Sensor Technologies, Inc.",3,2023-03-31,Eric,TNVC 2023 App,
223,14.0,TeVido,6,2023-03-31,Eric,TNVC 2023 App,
224,55.0,Arovia,6,2023-03-31,Eric,TNVC 2023 App,
225,102.0,VeraDermics Incorporated,2,2023-03-31,Eric,TNVC 2023 App,
226,54.0,Advanced Scanners (VISIE),9,2023-03-31,Eric,Crunchbase,
227,34.0,Alleviant Medical,15,2023-03-31,Eric,Crunchbase,
228,87.0,Allotrope Medical,4,2023-03-31,Eric,Crunchbase,
229,1.0,Apotact,2,2023-03-31,Eric,Crunchbase,
230,104.0,ASR Systems,3,2023-03-31,Eric,Crunchbase,
231,22.0,Astrapi,7,2023-03-31,Eric,Crunchbase,
232,70.0,BioLum Sciences,5,2023-03-31,Eric,Crunchbase,
233,3.0,Brevitest Technologies,3,2023-03-31,Eric,Crunchbase,
234,4.0,Cirasys,3,2023-03-31,Eric,Crunchbase,
235,36.0,Clear River Enviro,3,2023-03-31,Eric,Crunchbase,
236,24.0,Doc Response,8,2023-03-31,Eric,Crunchbase,
237,128.0,Dynamic Light,3,2023-03-31,Eric,Crunchbase,
238,5.0,ECM Technologies,2,2023-03-31,Eric,Crunchbase,
239,76.0,Ictero Medical,4,2023-03-31,Eric,Crunchbase,
240,77.0,Immosis,1,2023-03-31,Eric,Crunchbase,
241,40.0,Life Motion Technologies,2,2023-03-31,Eric,Crunchbase,
242,8.0,Noninvasix,2,2023-03-31,Eric,Crunchbase,
243,43.0,Prepflash,2,2023-03-31,Eric,Crunchbase,
244,9.0,Remind Trac (Remind Tech),3,2023-03-31,Eric,Crunchbase,
245,45.0,Resthetics,1,2023-03-31,Eric,Crunchbase,
246,133.0,Revolution Turbine Technologies,4,2023-03-31,Eric,Crunchbase,
247,11.0,Scribesense,1,2023-03-31,Eric,Crunchbase,
248,12.0,SemanticMD,1,2023-03-31,Eric,Crunchbase,
249,13.0,SIlexta,1,2023-03-31,Eric,Crunchbase,
250,117.0,SKYPaws,2,2023-03-31,Eric,Crunchbase,
251,49.0,Slipstream Wind,4,2023-03-31,Eric,Crunchbase,
252,81.0,Spark Biomedical,21,2023-03-31,Eric,Crunchbase,
253,,Stem cell Security,3,2023-03-31,Eric,Crunchbase,
254,31.0,Stream Biomedical,4,2023-03-31,Eric,Crunchbase,
255,32.0,Trifusion/Essentium,1,2023-03-31,Eric,Crunchbase,
256,16.0,TxESI,1,2023-03-31,Eric,Crunchbase,
257,121.0,TYBR Health,2,2023-03-31,Eric,Crunchbase,
258,17.0,U-Solution,1,2023-03-31,Eric,Crunchbase,
259,102.0,VeraDermics Incorporated,5,2023-03-31,Eric,Crunchbase,
260,103.0,Xebec,8,2023-03-31,Eric,Crunchbase,
261,68.0,Yotta Solar,11,2023-03-31,Eric,Crunchbase,
262,155.0,"Cellula BioPharma, Inc.",0,2023-06-12,Eric,Crunchbase,
263,139.0,Corveus Medical,0,2023-06-12,Eric,Crunchbase,
264,,"CryoDesalination, LLC",1,2023-06-12,Eric,Crunchbase,
265,,"HPTechAi, LLC",0,2023-06-12,Eric,Crunchbase,
266,144.0,Luci,0,2023-06-12,Eric,Crunchbase,
267,145.0,"NeuraStasis, Inc.",0,2023-06-12,Eric,Crunchbase,
268,146.0,"Opsin Biotherapeutics, Inc.",1,2023-06-12,Eric,Crunchbase,
269,,PIRvision Lens,0,2023-06-12,Eric,Crunchbase,
270,150.0,"Prosia Therapeutics, Inc.",1,2023-06-12,Eric,Crunchbase,
271,151.0,"SageSpectra, Inc.",0,2023-06-12,Eric,Crunchbase,
272,152.0,Taurus Vascular,0,2023-06-12,Eric,Crunchbase,
273,154.0,"Waltech International, Inc. ",0,2023-06-12,Eric,Crunchbase,
274,149.0,"Predyct, Inc.",0,2023-06-12,Eric,Crunchbase,
275,156.0,"Circle Concrete Tech, Inc.",0,2023-06-12,Eric,Crunchbase,
276,142.0,Ember Sleep,0,2023-06-12,Eric,Crunchbase,
