prize_id,company_id,company,type,auxiliary_column,amount,year,description
119,100.0,TexPower,others_inkind,TexPower-others_inkind,10000.0,2020.0,Schwegman Lundberg and Woessner IP Legal Services
120,102.0,VeraDermics Incorporated,tnvc_elpit_cash,VeraDermics Incorporated-tnvc_elpit_cash,5000.0,2020.0,Elevator Pitch 1st place 
121,102.0,VeraDermics Incorporated,others_cash,VeraDermics Incorporated-others_cash,25000.0,2020.0,Southwest National Pediatric Devices Consortium
122,103.0,Xebec,others_inkind,Xebec-others_inkind,10000.0,2020.0,Thomas Horstemeyer IP Legal Services
123,119.0,Starling Medical,tnvc_main_cash,Starling Medical-tnvc_main_cash,50000.0,2021.0,1st place
124,76.0,Ictero Medical,tnvc_main_cash,Ictero Medical-tnvc_main_cash,35000.0,2021.0,2nd place
125,113.0,Koda Health,tnvc_main_cash,Koda Health-tnvc_main_cash,25000.0,2021.0,3rd place
126,,Microsilicon,tnvc_main_cash,Microsilicon-tnvc_main_cash,15000.0,2021.0,4th place
127,122.0,Vitanova Biomedical,tnvc_main_cash,Vitanova Biomedical-tnvc_main_cash,10000.0,2021.0,5th place
128,,CodeWalker,tnvc_main_cash,CodeWalker-tnvc_main_cash,5000.0,2021.0,6th place
129,,EmGenysis,tnvc_elpit_cash,EmGenysis-tnvc_elpit_cash,5000.0,2021.0,1st elev. pitch
130,,SkyPaws,tnvc_elpit_cash,SkyPaws-tnvc_elpit_cash,3000.0,2021.0,2nd elev. pitch
131,99.0,Solenic Medical,tnvc_elpit_cash,Solenic Medical-tnvc_elpit_cash,2000.0,2021.0,3rd elev. pitch
132,121.0,TYBR Health,tnvc_elpit_cash,TYBR Health-tnvc_elpit_cash,1000.0,2021.0,4th elev. pitch
133,,HERO Medical,others_cash,HERO Medical-others_cash,25000.0,2021.0,SWPDC prize
134,99.0,Solenic Medical,others_cash,Solenic Medical-others_cash,25000.0,2021.0,SWPDC prize
135,122.0,Vitanova Biomedical,others_invest,Vitanova Biomedical-others_invest,125000.0,2021.0,AAN Investment prize
136,,Microsilicon,others_inkind,Microsilicon-others_inkind,10000.0,2021.0,Innovators Legal prize
137,122.0,Vitanova Biomedical,others_inkind,Vitanova Biomedical-others_inkind,10000.0,2021.0,Innovators Legal prize
138,141.0,DrillDocs,others_inkind,DrillDocs-others_inkind,10000.0,2021.0,Paragon Innovations prize
139,99.0,Solenic Medical,others_inkind,Solenic Medical-others_inkind,10000.0,2021.0,Paragon Innovations prize
140,121.0,TYBR Health,others_inkind,TYBR Health-others_inkind,10000.0,2021.0,Amerra Visualization services prize
141,120.0,TEZCAT Laboratories,others_inkind,TEZCAT Laboratories-others_inkind,10000.0,2021.0,SLW services prize
142,121.0,TYBR Health,others_inkind,TYBR Health-others_inkind,10000.0,2021.0,Hollinden services prize
143,76.0,Ictero Medical,others_inkind,Ictero Medical-others_inkind,10000.0,2021.0,Biotex services prize
144,105.0,AVA Propulsion,others_inkind,AVA Propulsion-others_inkind,10000.0,2021.0,Axle-Box services prize
145,,SkyPaws,others_inkind,SkyPaws-others_inkind,10000.0,2021.0,Axle-Box services prize
146,,HelioWAVE Technologies,others_cash,HelioWAVE Technologies-others_cash,10000.0,2021.0,BVEDC Launch prize
147,113.0,Koda Health,others_inkind,Koda Health-others_inkind,25000.0,2021.0,pH Partners Services Prize
148,119.0,Starling Medical,others_inkind,Starling Medical-others_inkind,25000.0,2021.0,pH Partners Services Prize
149,116.0,RiverWalk Therapeutics,others_inkind,RiverWalk Therapeutics-others_inkind,10000.0,2021.0,West Webb Albritton and Gentry
150,130.0,FluxWorks,tnvc_main_cash,FluxWorks-tnvc_main_cash,35000.0,2022.0,1st place
151,134.0,"SolGro, Inc.",tnvc_main_cash,"SolGro, Inc.-tnvc_main_cash",20000.0,2022.0,2nd place
152,138.0,XN Health Inc,tnvc_main_cash,XN Health Inc-tnvc_main_cash,15000.0,2022.0,3rd place
153,128.0,Dynamic Light,tnvc_main_cash,Dynamic Light-tnvc_main_cash,10000.0,2022.0,4th place
154,133.0,Revolution Turbine Technologies,tnvc_main_cash,Revolution Turbine Technologies-tnvc_main_cash,8000.0,2022.0,5th place
155,108.0,EmGenisys,tnvc_main_cash,EmGenisys-tnvc_main_cash,4000.0,2022.0,6th place
156,131.0,Longhorn Life Sciences,tnvc_elpit_cash,Longhorn Life Sciences-tnvc_elpit_cash,5000.0,2022.0,1st elev. pitch
157,110.0,HERO Medical Technologies,tnvc_elpit_cash,HERO Medical Technologies-tnvc_elpit_cash,4000.0,2022.0,2nd elev. pitch
158,129.0,Endpoint Security Inc,tnvc_elpit_cash,Endpoint Security Inc-tnvc_elpit_cash,3000.0,2022.0,3rd elev. pitch
159,137.0,"Vaccine Systems, LLC",tnvc_elpit_cash,"Vaccine Systems, LLC-tnvc_elpit_cash",1500.0,2022.0,4th elev. pitch
160,121.0,TYBR Health,tnvc_elpit_cash,TYBR Health-tnvc_elpit_cash,500.0,2022.0,5th elev. pitch
161,138.0,XN Health Inc,others_invest,XN Health Inc-others_invest,50000.0,2022.0,AAN Investment prize
162,128.0,Dynamic Light,others_invest,,50000.0,2022.0,AAN Investment prize
163,130.0,FluxWorks,others_cash,FluxWorks-others_cash,10000.0,2022.0,BVEDC Launch
164,130.0,FluxWorks,others_inkind,FluxWorks-others_inkind,10000.0,2022.0,Aggieland Business Park Prize
165,138.0,XN Health Inc,others_inkind,XN Health Inc-others_inkind,50000.0,2022.0,pH Partners
166,138.0,XN Health Inc,others_cash,XN Health Inc-others_cash,25000.0,2022.0,SWPDC prize
167,,"Tremedics Medical Devices, INC",others_cash,,25000.0,2022.0,SWPDC prize
168,131.0,Longhorn Life Sciences,others_inkind,Longhorn Life Sciences-others_inkind,10000.0,2022.0,Amerra Visualization services prize
169,128.0,Dynamic Light,others_inkind,Dynamic Light-others_inkind,10000.0,2022.0,BioTex
170,131.0,Longhorn Life Sciences,others_inkind,Longhorn Life Sciences-others_inkind,10000.0,2022.0,TAMU Health
171,130.0,FluxWorks,others_inkind,FluxWorks-others_inkind,10000.0,2022.0,Knobbe Martens
172,138.0,XN Health Inc,others_inkind,XN Health Inc-others_inkind,10000.0,2022.0,Paragon Innovations
173,138.0,XN Health Inc,others_inkind,XN Health Inc-others_inkind,10000.0,2022.0,Proxima
174,123.0,"Alt-Bionics, Inc",others_inkind,"Alt-Bionics, Inc-others_inkind",10000.0,2022.0,SLW
175,138.0,XN Health Inc,others_inkind,,10000.0,2022.0,SLW
176,130.0,FluxWorks,others_inkind,FluxWorks-others_inkind,10000.0,2022.0,Stibbs & Co
177,138.0,XN Health Inc,others_cash,XN Health Inc-others_cash,18000.0,2022.0,Winners' Circle
178,130.0,FluxWorks,others_inkind,FluxWorks-others_inkind,18000.0,2022.0,Versa
179,128.0,Dynamic Light,others_inkind,Dynamic Light-others_inkind,12000.0,2022.0,Versa
180,108.0,EmGenisys,others_inkind,EmGenisys-others_inkind,10000.0,2022.0,Winstead
181,139.0,Corveus Medical,tnvc_main_cash,Corveus Medical-tnvc_main_cash,35000.0,2023.0,1st place
182,107.0,DrillDocs Company,tnvc_main_cash,DrillDocs Company-tnvc_main_cash,20000.0,2023.0,2nd place
183,154.0,"Waltech International, Inc. ",tnvc_main_cash,"Waltech International, Inc. -tnvc_main_cash",15000.0,2023.0,3rd place
184,142.0,Ember Sleep,tnvc_main_cash,Ember Sleep-tnvc_main_cash,10000.0,2023.0,4th place
185,,NeuraStasis,tnvc_main_cash,NeuraStasis-tnvc_main_cash,8000.0,2023.0,5th place
186,,"Opsin Biopharmaceuticals, Inc",tnvc_main_cash,"Opsin Biopharmaceuticals, Inc-tnvc_main_cash",4000.0,2023.0,6th place
187,151.0,"SageSpectra, Inc.",tnvc_elpit_cash,"SageSpectra, Inc.-tnvc_elpit_cash",5000.0,2023.0,1st elev. pitch
188,147.0,Pike Robotics,tnvc_elpit_cash,Pike Robotics-tnvc_elpit_cash,4000.0,2023.0,2nd elev. pitch
189,152.0,Taurus Vascular,tnvc_elpit_cash,Taurus Vascular-tnvc_elpit_cash,3000.0,2023.0,3rd elev. pitch
190,149.0,"Predyct, Inc.",tnvc_elpit_cash,"Predyct, Inc.-tnvc_elpit_cash",1500.0,2023.0,4th elev. pitch
191,140.0,CryoDesalination LLC,tnvc_elpit_cash,CryoDesalination LLC-tnvc_elpit_cash,500.0,2023.0,5th elev. pitch
192,,NeuraStasis,others_invest,NeuraStasis-others_invest,50000.0,2023.0,AAN Investment prize
193,,"Opsin Biopharmaceuticals, Inc",others_cash,"Opsin Biopharmaceuticals, Inc-others_cash",15000.0,2023.0,UNT HSC Accelerator
194,143.0,HPTechAi LLC,others_cash,HPTechAi LLC-others_cash,15000.0,2023.0,BVEDC Launch
195,149.0,"Predyct, Inc.",others_invest,,150000.0,2023.0,Capital Factory
196,154.0,"Waltech International, Inc. ",others_cash,"Waltech International, Inc. -others_cash",25000.0,2023.0,Seed Round Prize
197,142.0,Ember Sleep,others_cash,Ember Sleep-others_cash,50000.0,2023.0,SWPDC prize
198,,NeuraStasis,others_cash,NeuraStasis-others_cash,50000.0,2023.0,SWPDC prize
199,,"Opsin Biopharmaceuticals, Inc",others_inkind,"Opsin Biopharmaceuticals, Inc-others_inkind",15000.0,2023.0,Amerra Visualization services prize
200,152.0,Taurus Vascular,others_inkind,Taurus Vascular-others_inkind,10000.0,2023.0,BioTex
201,152.0,Taurus Vascular,others_inkind,Taurus Vascular-others_inkind,10000.0,2023.0,Knobbe Martens
202,151.0,"SageSpectra, Inc.",others_inkind,"SageSpectra, Inc.-others_inkind",10000.0,2023.0,Paragon Innovations
203,142.0,Ember Sleep,others_inkind,Ember Sleep-others_inkind,10000.0,2023.0,SLW
204,,NeuraStasis,others_inkind,NeuraStasis-others_inkind,10000.0,2023.0,SLW
205,143.0,HPTechAi LLC,others_inkind,HPTechAi LLC-others_inkind,10000.0,2023.0,Stibbs & Co
206,144.0,Luci,others_cash,Luci-others_cash,11500.0,2023.0,Winners' Circle
207,147.0,Pike Robotics,others_inkind,Pike Robotics-others_inkind,20000.0,2023.0,Versa
208,151.0,"SageSpectra, Inc.",others_inkind,"SageSpectra, Inc.-others_inkind",10000.0,2023.0,Munck Wilson Mandela
209,139.0,Corveus Medical,others_inkind,Corveus Medical-others_inkind,10000.0,2023.0,Winstead
210,,,,-,,,
211,,,,-,,,
212,,,,-,,,
213,,,,-,,,
214,,,,-,,,
215,,,,-,,,
216,,,,-,,,
217,,,,-,,,
218,,,,-,,,
219,,,,-,,,
220,,,,-,,,
221,,,,-,,,
222,,,,-,,,
223,,,,-,,,
224,,,,-,,,
225,,,,-,,,
226,,,,-,,,
227,,,,-,,,
228,,,,-,,,
229,,,,-,,,
230,,,,-,,,
231,,,,-,,,
232,,,,-,,,
233,,,,-,,,
234,,,,-,,,
235,,,,-,,,
236,,,,-,,,
237,,,,-,,,
238,,,,-,,,
239,,,,-,,,
240,,,,-,,,
241,,,,-,,,
242,,,,-,,,
243,,,,-,,,
244,,,,-,,,
245,,,,-,,,
246,,,,-,,,
247,,,,-,,,
248,,,,-,,,
249,,,,-,,,
250,,,,-,,,
251,,,,-,,,
252,,,,-,,,
253,,,,-,,,
254,,,,-,,,
255,,,,-,,,
256,,,,-,,,
257,,,,-,,,
258,,,,-,,,
259,,,,-,,,
260,,,,-,,,
261,,,,-,,,
262,,,,-,,,
263,,,,-,,,
264,,,,-,,,
265,,,,-,,,
266,,,,-,,,
267,,,,-,,,
268,,,,-,,,
269,,,,-,,,
270,,,,-,,,
271,,,,-,,,
272,,,,-,,,
273,,,,-,,,
274,,,,-,,,
275,,,,-,,,
276,,,,-,,,
277,,,,-,,,
278,,,,-,,,
279,,,,-,,,
280,,,,-,,,
281,,,,-,,,
282,,,,-,,,
283,,,,-,,,
284,,,,-,,,
285,,,,-,,,
286,,,,-,,,
287,,,,-,,,
288,,,,-,,,
289,,,,-,,,
290,,,,-,,,
291,,,,-,,,
292,,,,-,,,
293,,,,-,,,
294,,,,-,,,
295,,,,-,,,
296,,,,-,,,
297,,,,-,,,
298,,,,-,,,
299,,,,-,,,
300,,,,-,,,
301,,,,-,,,
302,,,,-,,,
303,,,,-,,,
304,,,,-,,,
305,,,,-,,,
306,,,,-,,,
307,,,,-,,,
308,,,,-,,,
309,,,,-,,,
310,,,,-,,,
311,,,,-,,,
312,,,,-,,,
313,,,,-,,,
314,,,,-,,,
315,,,,-,,,
316,,,,-,,,
317,,,,-,,,
318,,,,-,,,
319,,,,-,,,
320,,,,-,,,
321,,,,-,,,
322,,,,-,,,
323,,,,-,,,
324,,,,-,,,
325,,,,-,,,
326,,,,-,,,
327,,,,-,,,
328,,,,-,,,
329,,,,-,,,
330,,,,-,,,
331,,,,-,,,
332,,,,-,,,
333,,,,-,,,
334,,,,-,,,
335,,,,-,,,
336,,,,-,,,
337,,,,-,,,
338,,,,-,,,
339,,,,-,,,
340,,,,-,,,
341,,,,-,,,
342,,,,-,,,
343,,,,-,,,
344,,,,-,,,
345,,,,-,,,
346,,,,-,,,
347,,,,-,,,
348,,,,-,,,
349,,,,-,,,
350,,,,-,,,
351,,,,-,,,
352,,,,-,,,
353,,,,-,,,
354,,,,-,,,
355,,,,-,,,
356,,,,-,,,
357,,,,-,,,
358,,,,-,,,
359,,,,-,,,
360,,,,-,,,
361,,,,-,,,
362,,,,-,,,
363,,,,-,,,
364,,,,-,,,
365,,,,-,,,
366,,,,-,,,
367,,,,-,,,
368,,,,-,,,
369,,,,-,,,
370,,,,-,,,
371,,,,-,,,
372,,,,-,,,
373,,,,-,,,
374,,,,-,,,
375,,,,-,,,
376,,,,-,,,
377,,,,-,,,
378,,,,-,,,
379,,,,-,,,
380,,,,-,,,
381,,,,-,,,
382,,,,-,,,
383,,,,-,,,
384,,,,-,,,
385,,,,-,,,
386,,,,-,,,
387,,,,-,,,
388,,,,-,,,
389,,,,-,,,
390,,,,-,,,
391,,,,-,,,
392,,,,-,,,
393,,,,-,,,
394,,,,-,,,
395,,,,-,,,
396,,,,-,,,
397,,,,-,,,
398,,,,-,,,
399,,,,-,,,
400,,,,-,,,
401,,,,-,,,
402,,,,-,,,
403,,,,-,,,
404,,,,-,,,
405,,,,-,,,
406,,,,-,,,
407,,,,-,,,
408,,,,-,,,
409,,,,-,,,
410,,,,-,,,
411,,,,-,,,
412,,,,-,,,
413,,,,-,,,
414,,,,-,,,
